keyword,pc,mo,clk_pc,clk_mo,ctr_pc,ctr_mo,comp,ads,total
강원랜드면접,30.0,70.0,0.0,0.3,-,0.31%,높음,7.0,100.0
AI면접준비,40.0,60.0,0.0,0.0,-,-,높음,7.0,100.0
면접바이블,30.0,70.0,0.0,0.0,-,-,높음,3.0,100.0
수원재수학원,40.0,60.0,0.6,1.0,1.37%,1.82%,높음,10.0,100.0
전주교대면접,10.0,90.0,0.0,0.5,-,0.62%,중간,8.0,100.0
입시컨설팅가격,10.0,90.0,0.2,1.0,1.43%,1.14%,높음,10.0,100.0
입시컨설팅학원,40.0,60.0,0.2,1.2,0.45%,2.09%,높음,10.0,100.0
김포스피치학원,10.0,90.0,0.4,2.3,2.5%,3.09%,높음,10.0,100.0
대학입학전형,30.0,70.0,0.0,0.3,-,0.6%,높음,3.0,100.0
갈등관리,50.0,50.0,0.0,0.0,-,-,낮음,0.0,100.0
정시추가모집,10.0,90.0,0.0,0.0,-,-,높음,9.0,100.0
MTS학원,10.0,90.0,0.0,7.4,-,9.56%,낮음,2.0,100.0
동래비투비,20.0,80.0,0.3,0.0,1.79%,-,높음,3.0,100.0
홍익대미대수시,10.0,90.0,0.0,0.5,-,0.55%,중간,8.0,100.0
수능점수환산,20.0,80.0,0.4,0.3,2.23%,0.43%,중간,2.0,100.0
이력서작성사이트,50.0,50.0,1.3,3.0,2.52%,6.04%,높음,10.0,100.0
면접과외,10.0,80.0,0.3,2.5,2.31%,3.17%,높음,10.0,90.0
총신대면접,20.0,70.0,0.0,0.0,-,-,낮음,0.0,90.0
대학수시사이트,20.0,70.0,0.0,0.0,-,-,높음,7.0,90.0
스피치학원효과,20.0,70.0,0.0,0.7,-,1.03%,높음,10.0,90.0
면접후기사이트,50.0,40.0,0.0,0.0,-,-,높음,3.0,90.0
취업프로그램,30.0,60.0,0.0,0.3,-,0.46%,높음,10.0,90.0
회사면접질문,30.0,60.0,0.0,0.3,-,0.61%,높음,3.0,90.0
진로설계,30.0,60.0,0.0,0.3,-,1.2%,높음,7.0,90.0
공기업면접준비,20.0,70.0,0.0,2.3,-,3.63%,높음,7.0,90.0
진로특강,60.0,30.0,0.9,0.2,1.39%,0.88%,높음,7.0,90.0
공공기관면접,30.0,60.0,0.0,0.3,-,0.4%,높음,7.0,90.0
포스코면접,10.0,80.0,0.0,0.3,-,0.5%,높음,7.0,90.0
서울교통공사면접학원,60.0,30.0,1.3,3.0,2.01%,9.1%,높음,7.0,90.0
취업자소서,50.0,40.0,0.3,0.3,0.79%,0.65%,높음,10.0,90.0
20대취업,20.0,70.0,0.0,0.0,-,-,높음,3.0,90.0
대구경찰면접,10.0,80.0,0.1,3.3,1.2%,5.1%,높음,7.0,90.0
대전경찰면접,30.0,60.0,1.4,5.6,4.93%,9.58%,높음,7.0,90.0
은행권취업,30.0,60.0,0.0,0.5,-,1.07%,높음,10.0,90.0
미래의직업,30.0,60.0,0.0,1.0,-,2.23%,높음,10.0,90.0
진학사입시컨설팅,10.0,80.0,0.1,2.0,0.75%,2.59%,중간,7.0,90.0
부산교대면접학원,30.0,60.0,0.9,4.2,3.22%,8.63%,높음,9.0,90.0
동래미술학원,20.0,70.0,0.0,0.3,-,0.39%,높음,10.0,90.0
안양스피치학원,20.0,70.0,0.4,2.3,1.49%,3.75%,높음,10.0,90.0
안산스피치학원,20.0,70.0,0.0,3.3,-,4.52%,높음,10.0,90.0
대치수리논술학원,10.0,80.0,0.5,2.0,3.34%,2.6%,높음,10.0,90.0
방학캠프,20.0,70.0,0.0,0.6,-,0.77%,높음,10.0,90.0
강남스피치,60.0,30.0,0.4,0.3,0.65%,0.74%,높음,7.0,90.0
분당수시컨설팅,20.0,70.0,0.9,2.0,3.58%,3.18%,높음,7.0,90.0
AAT논술,10.0,80.0,0.0,0.3,-,0.33%,높음,3.0,90.0
대전대입면접학원,5,80.0,0.0,2.6,-,3.19%,높음,7.0,85.0
국민대미대정시,5,80.0,0.0,0.0,-,-,낮음,0.0,85.0
대학입시면접,20.0,60.0,0.4,2.9,2.15%,4.73%,높음,7.0,80.0
입시면접,20.0,60.0,0.1,3.3,0.59%,5.96%,높음,10.0,80.0
의대면접학원,20.0,60.0,0.7,2.3,3.89%,4.1%,높음,10.0,80.0
간호학과면접학원,10.0,70.0,0.4,2.5,2.86%,4.04%,높음,7.0,80.0
이대면접,10.0,70.0,0.0,0.0,-,-,높음,7.0,80.0
제시문기반면접,20.0,60.0,0.0,0.0,-,-,높음,3.0,80.0
면접시질문,30.0,50.0,0.0,0.3,-,0.54%,높음,7.0,80.0
평촌면접학원,10.0,70.0,0.3,2.5,1.69%,3.83%,높음,7.0,80.0
논술추석특강,10.0,70.0,0.0,2.5,-,4.02%,높음,7.0,80.0
고3입시컨설팅,10.0,70.0,0.3,2.4,1.5%,2.96%,높음,10.0,80.0
의대컨설팅,20.0,60.0,0.2,0.4,1.06%,0.86%,높음,10.0,80.0
고3컨설팅,10.0,70.0,0.0,1.8,-,2.22%,높음,10.0,80.0
컨설팅학원,10.0,70.0,0.1,0.3,0.91%,0.4%,높음,10.0,80.0
강남공무원학원,20.0,60.0,0.0,1.5,-,2.73%,높음,10.0,80.0
의대유학,10.0,70.0,0.3,3.5,3%,5.56%,높음,10.0,80.0
AI면접게임,30.0,50.0,0.0,0.0,-,-,높음,3.0,80.0
면접컨설팅비용,20.0,60.0,0.1,2.0,0.76%,3.28%,높음,7.0,80.0
의약대편입,20.0,60.0,1.0,1.6,3.71%,2.89%,높음,10.0,80.0
서면면접학원,20.0,60.0,0.1,2.0,0.56%,3.2%,높음,10.0,80.0
대학진학컨설팅,30.0,50.0,0.1,0.8,0.44%,1.5%,높음,7.0,80.0
공기업준비학원,20.0,60.0,0.3,2.1,1.15%,3.69%,높음,7.0,80.0
삼성전기면접,10.0,70.0,0.0,0.0,-,-,높음,7.0,80.0
자소서샘플,50.0,30.0,0.3,0.8,0.64%,2.78%,높음,10.0,80.0
농협은행면접,10.0,70.0,0.0,0.0,-,-,높음,10.0,80.0
삼성면접,20.0,60.0,0.0,0.3,-,0.4%,높음,10.0,80.0
한국도로공사면접,40.0,40.0,0.1,0.0,0.33%,-,높음,7.0,80.0
부천면접학원,10.0,70.0,0.1,2.8,1.3%,3.67%,높음,7.0,80.0
대구입시상담,10.0,70.0,0.1,1.3,0.91%,2.05%,높음,10.0,80.0
성인발음교정,20.0,60.0,0.5,5.2,2.95%,8.69%,높음,10.0,80.0
의대편입후기,10.0,70.0,0.0,0.0,-,-,높음,3.0,80.0
보이스트레이닝학원,10.0,70.0,0.0,2.4,-,4.16%,높음,10.0,80.0
발음학원,10.0,70.0,0.1,3.5,0.68%,4.8%,높음,10.0,80.0
입시전략,10.0,70.0,0.0,0.6,-,1%,높음,10.0,80.0
활동보고서,50.0,30.0,0.3,0.0,0.58%,-,높음,7.0,80.0
남천동미술학원,30.0,50.0,0.1,1.4,0.55%,3.23%,높음,10.0,80.0
부산대학입시컨설팅,20.0,60.0,0.4,4.7,2.39%,7.39%,높음,7.0,80.0
현직자멘토링,40.0,40.0,0.7,3.8,1.5%,11.19%,높음,10.0,80.0
취업플랫폼,50.0,30.0,0.0,0.0,-,-,높음,7.0,80.0
대학예측,10.0,70.0,0.0,1.1,-,2.09%,높음,7.0,80.0
대구논술,10.0,70.0,0.2,1.3,2%,1.77%,높음,10.0,80.0
ASML면접,30.0,50.0,0.0,0.0,-,-,높음,10.0,80.0
미대포트폴리오,5,70.0,0.0,1.3,-,2.34%,높음,3.0,75.0
교대면접준비,10.0,60.0,0.0,2.0,-,3.23%,높음,10.0,70.0
서울대면접준비,10.0,60.0,0.0,1.3,-,2.16%,높음,10.0,70.0
대학자기소개서,20.0,50.0,0.0,0.0,-,-,높음,3.0,70.0
대학원학업계획서,50.0,20.0,0.0,0.5,-,2%,높음,7.0,70.0
대학편입시험,10.0,60.0,0.0,0.5,-,0.85%,높음,7.0,70.0
분당면접학원,20.0,50.0,0.3,2.3,2.02%,4.25%,높음,10.0,70.0
대기업면접,20.0,50.0,0.0,0.0,-,-,높음,10.0,70.0
취업면접,10.0,60.0,0.0,0.5,-,0.91%,높음,7.0,70.0
해운대입시컨설팅,10.0,60.0,0.3,2.3,2.39%,3.83%,높음,7.0,70.0
수리논술추석특강,20.0,50.0,0.4,0.9,1.95%,2.26%,높음,7.0,70.0
면접잘보는방법,10.0,60.0,0.0,1.6,-,2.6%,높음,7.0,70.0
취업면접컨설팅,20.0,50.0,0.7,2.7,4.12%,5.53%,높음,10.0,70.0
정시입시컨설팅,10.0,60.0,0.0,0.5,-,0.8%,높음,10.0,70.0
회사면접,30.0,40.0,0.0,0.0,-,-,높음,3.0,70.0
공기업취업학원,40.0,30.0,0.1,2.3,0.26%,9%,높음,10.0,70.0
건강보험공단면접,20.0,50.0,0.0,0.0,-,-,높음,7.0,70.0
의대입학,10.0,60.0,0.0,0.0,-,-,높음,10.0,70.0
취업멘토링,30.0,40.0,0.0,1.0,-,2.64%,높음,7.0,70.0
한수원면접,20.0,50.0,0.0,0.0,-,-,높음,7.0,70.0
영남대로스쿨자소서,30.0,40.0,0.0,0.0,-,-,낮음,0.0,70.0
공사채용공고,30.0,40.0,0.3,0.3,0.96%,0.75%,높음,3.0,70.0
금융공기업논술,40.0,30.0,0.6,1.5,1.6%,4.06%,높음,7.0,70.0
공무원면접책,20.0,50.0,0.0,0.0,-,-,높음,3.0,70.0
삼성전자합격자소서,60.0,10.0,0.0,0.0,-,-,높음,3.0,70.0
편입논술학원,20.0,50.0,0.3,1.0,1.5%,2.39%,높음,10.0,70.0
일산수리논술,10.0,60.0,0.1,0.8,0.92%,1.3%,높음,10.0,70.0
진학컨설팅,10.0,60.0,0.3,1.8,1.88%,2.92%,높음,10.0,70.0
대입입시컨설팅,20.0,50.0,0.9,4.0,4.29%,8.41%,높음,10.0,70.0
입시코디,10.0,60.0,0.1,2.8,1.59%,3.98%,높음,7.0,70.0
학습상담,20.0,50.0,0.0,0.3,-,0.71%,높음,3.0,70.0
교대컨설팅,10.0,60.0,0.1,4.8,3.34%,8.34%,높음,10.0,70.0
홍대미대입시,10.0,60.0,0.6,0.5,3.58%,0.77%,높음,7.0,70.0
평촌입시컨설팅,10.0,60.0,0.5,3.5,3.85%,6.74%,높음,10.0,70.0
학생부종합전형컨설팅,40.0,30.0,0.9,1.3,2.2%,3.78%,높음,7.0,70.0
동탄재수학원,20.0,50.0,0.0,3.2,-,7.28%,높음,10.0,70.0
성인스피치,30.0,40.0,0.2,0.8,0.67%,1.93%,높음,10.0,70.0
강남대면접,5,60.0,0.0,0.0,-,-,낮음,0.0,65.0
공주교대면접,5,60.0,0.0,0.3,-,0.49%,중간,8.0,65.0
원주면접학원,5,60.0,0.1,1.8,1.79%,2.7%,높음,7.0,65.0
창원군무원면접,5,60.0,0.4,5.4,5.89%,8.51%,중간,6.0,65.0
춘천면접학원,5,60.0,0.3,1.5,4.35%,2.24%,높음,7.0,65.0
논술학원가격,5,60.0,0.0,0.0,-,-,높음,7.0,65.0
대학논술학원,5,60.0,0.1,1.3,1.25%,1.79%,높음,10.0,65.0
러셀논술,5,60.0,0.1,2.6,4.77%,4.59%,높음,7.0,65.0
대학면접컨설팅,10.0,50.0,0.5,3.4,5.56%,8%,높음,10.0,60.0
대학수시면접학원,10.0,50.0,1.3,3.8,6.77%,7.04%,높음,7.0,60.0
대학수시면접,10.0,50.0,0.0,0.8,-,1.42%,높음,7.0,60.0
약대면접,10.0,50.0,0.4,0.8,2.5%,1.39%,높음,10.0,60.0
가천대면접준비,10.0,50.0,0.5,1.9,3.23%,3.51%,중간,4.0,60.0
가천대면접기출,10.0,50.0,0.0,0.0,-,-,낮음,0.0,60.0
의대MMI면접,10.0,50.0,0.0,0.3,-,0.51%,높음,7.0,60.0
안산면접학원,20.0,40.0,0.3,0.0,1.86%,-,높음,3.0,60.0
면접스피치,20.0,40.0,0.0,0.8,-,1.93%,높음,7.0,60.0
학생부종합면접,10.0,50.0,0.0,0.6,-,1.13%,중간,5.0,60.0
무료취업컨설팅,20.0,40.0,0.3,1.3,1.16%,2.91%,높음,10.0,60.0
취업자소서컨설팅,20.0,40.0,0.2,3.0,1.18%,8.11%,높음,10.0,60.0
고2입시컨설팅,10.0,50.0,0.3,0.4,1.5%,0.92%,높음,10.0,60.0
취업면접준비,20.0,40.0,0.3,0.8,1.3%,1.83%,높음,7.0,60.0
한국마사회면접,20.0,40.0,0.0,0.3,-,0.77%,높음,7.0,60.0
서면면접,20.0,40.0,0.0,0.3,-,0.56%,높음,7.0,60.0
커리어코치,30.0,30.0,0.6,0.8,1.99%,2.42%,높음,7.0,60.0
공기업자소서첨삭,20.0,40.0,1.1,3.1,4.97%,8.91%,높음,7.0,60.0
공기업행정학인강,30.0,30.0,1.0,0.8,2.86%,2.15%,높음,7.0,60.0
한전면접,10.0,50.0,0.0,0.0,-,-,높음,10.0,60.0
커리어상담,20.0,40.0,0.2,2.2,0.75%,5.56%,높음,10.0,60.0
하나고면접,10.0,50.0,0.2,0.8,1.34%,1.34%,높음,10.0,60.0
국민은행면접,20.0,40.0,0.0,0.0,-,-,높음,10.0,60.0
공기업자기소개서,40.0,20.0,0.3,0.3,0.72%,1.1%,높음,7.0,60.0
광주면접,10.0,50.0,0.1,0.0,0.67%,-,높음,10.0,60.0
삼성면접후기,10.0,50.0,0.0,0.0,-,-,높음,3.0,60.0
생기부관리컨설팅,10.0,50.0,0.9,2.8,6.43%,4.83%,높음,10.0,60.0
공기업강의,20.0,40.0,0.2,1.8,0.96%,4.38%,높음,10.0,60.0
부산교통공사면접,10.0,50.0,0.0,0.0,-,-,높음,7.0,60.0
음성제약회사,10.0,50.0,0.0,0.9,-,5.89%,중간,1.0,60.0
성장과정자소서,40.0,20.0,0.0,0.0,-,-,높음,3.0,60.0
부산공무원면접학원,20.0,40.0,0.1,2.4,0.48%,5.46%,높음,10.0,60.0
국가직9급면접,10.0,50.0,0.0,0.0,-,-,높음,7.0,60.0
계리직공무원면접,10.0,50.0,0.0,0.3,-,0.46%,높음,7.0,60.0
대학진학상담,10.0,50.0,0.0,1.0,-,2.18%,높음,10.0,60.0
갈등관리교육,40.0,20.0,0.9,1.0,1.69%,4.17%,높음,7.0,60.0
순천면접학원,10.0,50.0,0.0,1.1,-,2.44%,높음,3.0,60.0
약식논술학원,10.0,50.0,0.2,1.8,2%,4.29%,높음,10.0,60.0
재외국민3년특례,20.0,40.0,0.0,0.0,-,-,높음,3.0,60.0
홍익대학교미대,10.0,50.0,0.0,0.0,-,-,높음,3.0,60.0
용인재수학원,10.0,50.0,0.0,0.2,-,0.45%,높음,10.0,60.0
노원스피치학원,10.0,50.0,0.6,1.5,5.72%,3%,높음,7.0,60.0
현대자동차면접학원,40.0,20.0,0.3,1.3,0.85%,7.82%,높음,7.0,60.0
수능면접학원,5,50.0,0.0,0.3,-,0.66%,높음,7.0,55.0
숭실대학교면접,5,50.0,0.0,0.3,-,0.69%,높음,7.0,55.0
치대수시,5,50.0,0.0,0.0,-,-,높음,3.0,55.0
정시상담,5,50.0,0.2,1.0,5%,1.89%,높음,10.0,55.0
양산스피치학원,5,50.0,0.0,0.3,-,0.5%,높음,7.0,55.0
김해스피치학원,5,50.0,0.1,1.3,1.73%,2.42%,높음,10.0,55.0
농협면접,5,50.0,0.0,1.3,-,2.5%,높음,10.0,55.0
한호전수시,5,50.0,0.0,0.0,-,-,낮음,0.0,55.0
사범대면접,5,50.0,0.0,0.3,-,0.66%,높음,3.0,55.0
정시지원가능대학,5,50.0,0.1,2.0,1.79%,4.88%,높음,9.0,55.0
홍대면접,5,50.0,0.0,0.0,-,-,높음,10.0,55.0
울산대면접,5,50.0,0.0,0.0,-,-,낮음,0.0,55.0
인천대입면접학원,5,50.0,0.4,0.7,8.58%,1.46%,높음,7.0,55.0
포항면접학원,5,50.0,0.0,1.3,-,2.57%,높음,3.0,55.0
동탄스피치,5,50.0,0.3,0.3,4.09%,0.66%,높음,7.0,55.0
말잘하는학원,5,50.0,0.6,1.0,7.15%,2.05%,높음,7.0,55.0
자퇴생학원,5,50.0,0.2,4.3,6.67%,8.74%,높음,10.0,55.0
건국대학교면접,10.0,40.0,0.3,0.0,4.09%,-,높음,7.0,50.0
항공대면접,10.0,40.0,0.0,0.0,-,-,높음,7.0,50.0
대치동대입면접학원,10.0,40.0,0.1,2.8,1.2%,7.24%,높음,7.0,50.0
고려대학교면접,10.0,40.0,0.0,1.0,-,2.57%,높음,7.0,50.0
연세대면접학원,10.0,40.0,0.7,2.5,5.11%,6.18%,높음,7.0,50.0
의대면접준비,10.0,40.0,1.0,2.8,6.25%,5.4%,높음,7.0,50.0
일산수시면접학원,20.0,30.0,0.0,2.3,-,9.79%,높음,7.0,50.0
중계동면접학원,10.0,40.0,0.3,0.0,1.76%,-,중간,4.0,50.0
노원면접학원,10.0,40.0,0.6,0.3,6.35%,0.66%,높음,7.0,50.0
경기영재고등학교,10.0,40.0,0.0,0.0,-,-,낮음,0.0,50.0
교육컨설턴트,10.0,40.0,0.0,0.0,-,-,높음,3.0,50.0
부산외고자소서,10.0,40.0,0.0,0.0,-,-,낮음,0.0,50.0
공기업취업컨설팅,20.0,30.0,0.4,1.0,2.05%,3.85%,높음,7.0,50.0
대치동대입컨설팅,10.0,40.0,1.0,2.0,7.15%,6.07%,높음,7.0,50.0
해외의대편입,10.0,40.0,0.0,2.0,-,5.27%,높음,10.0,50.0
미국의사시험,10.0,40.0,0.0,0.0,-,-,높음,7.0,50.0
면접자기소개서,20.0,30.0,0.0,0.0,-,-,높음,3.0,50.0
취업아카데미,20.0,30.0,0.0,0.0,-,-,높음,10.0,50.0
NCS특강,20.0,30.0,0.6,0.0,2.49%,-,높음,7.0,50.0
부산공기업면접학원,10.0,40.0,0.9,2.3,6.43%,5.07%,높음,10.0,50.0
채용지원,30.0,20.0,0.0,0.0,-,-,높음,3.0,50.0
상황면접,20.0,30.0,0.0,0.3,-,1.1%,높음,7.0,50.0
은행자소서,20.0,30.0,0.1,0.5,0.69%,1.52%,높음,7.0,50.0
진로코칭,10.0,40.0,0.1,0.0,0.77%,-,높음,10.0,50.0
국민은행면접후기,20.0,30.0,0.0,0.0,-,-,높음,7.0,50.0
자소서첨삭사이트,30.0,20.0,0.7,0.8,2.39%,3.75%,높음,7.0,50.0
NCS직무교육,30.0,20.0,1.4,1.0,4.25%,4.55%,높음,10.0,50.0
1분자기소개서,30.0,20.0,0.2,0.0,0.67%,-,높음,10.0,50.0
건강보험공단자소서,20.0,30.0,0.1,0.0,0.55%,-,높음,7.0,50.0
부천면접,10.0,40.0,0.0,0.0,-,-,높음,7.0,50.0
스피치아카데미,10.0,40.0,0.4,1.2,2.67%,3.11%,높음,10.0,50.0
스피치코칭,10.0,40.0,0.7,1.3,6.37%,3.58%,높음,10.0,50.0
직장인스피치,20.0,30.0,0.2,2.7,1%,8.95%,높음,10.0,50.0
대구수시상담,10.0,40.0,0.0,2.0,-,4.35%,높음,7.0,50.0
티엠로직스,40.0,10.0,0.5,0.0,1.76%,-,중간,4.0,50.0
익산제약회사,10.0,40.0,0.0,0.0,-,-,낮음,0.0,50.0
대학면접책,10.0,40.0,0.0,0.0,-,-,높음,3.0,50.0
대입면접책,10.0,40.0,0.0,0.3,-,0.63%,높음,3.0,50.0
대학진로상담,10.0,40.0,0.0,0.6,-,1.39%,높음,7.0,50.0
직장인야간대학,20.0,30.0,0.0,0.0,-,-,낮음,0.0,50.0
부산입시미술,10.0,40.0,0.1,3.2,0.67%,9.15%,높음,10.0,50.0
대치동일타강사,20.0,30.0,0.0,0.0,-,-,낮음,0.0,50.0
대치멘토스,10.0,40.0,0.4,1.2,3.51%,3.85%,중간,6.0,50.0
입시전문학원,10.0,40.0,0.0,0.0,-,-,높음,7.0,50.0
강남역스피치학원,10.0,40.0,0.3,1.6,2.5%,4.45%,높음,10.0,50.0
수시등급계산,20.0,30.0,0.0,0.0,-,-,낮음,0.0,50.0
대화학원,10.0,40.0,0.2,1.3,1.86%,2.72%,높음,10.0,50.0
특목고컨설팅,10.0,40.0,1.0,0.3,10%,0.61%,높음,7.0,50.0
발성치료사,10.0,40.0,0.0,0.0,-,-,중간,2.0,50.0
마곡스피치학원,20.0,30.0,0.0,0.0,-,-,높음,3.0,50.0
대구면접스터디,10.0,40.0,0.0,0.0,-,-,높음,7.0,50.0
대입학원,5,40.0,0.0,0.6,-,1.36%,높음,7.0,45.0
한국항공대면접,5,40.0,0.0,0.0,-,-,낮음,0.0,45.0
카이스트면접학원,5,40.0,0.3,2.5,9.53%,6.1%,높음,7.0,45.0
교대정시면접,5,40.0,0.0,0.0,-,-,높음,10.0,45.0
편입면접준비,5,40.0,0.2,0.5,3.34%,1.22%,높음,10.0,45.0
면접대비학원,5,40.0,0.3,0.5,4.09%,1.36%,높음,7.0,45.0
코칭학원,5,40.0,0.0,0.3,-,0.79%,높음,10.0,45.0
신한은행면접,5,40.0,0.0,0.0,-,-,높음,7.0,45.0
숭실대수시면접,5,40.0,0.0,0.0,-,-,낮음,0.0,45.0
중앙대수시면접,5,40.0,0.0,0.0,-,-,높음,3.0,45.0
청주면접,5,40.0,0.1,1.0,2.05%,2.49%,높음,7.0,45.0
건보자소서첨삭,5,40.0,0.3,0.3,3.58%,0.93%,높음,7.0,45.0
정시컨설팅비용,5,40.0,0.0,0.3,-,0.63%,높음,10.0,45.0
한의대편입요강,5,40.0,0.3,0.3,3.13%,0.82%,중간,4.0,45.0
안산스피치,5,40.0,0.0,1.1,-,2.33%,높음,7.0,45.0
입시코디네이터,5,40.0,0.0,2.3,-,4.42%,높음,7.0,45.0
목포면접학원,5,40.0,0.0,1.1,-,3.15%,높음,3.0,45.0
학습관리,5,40.0,0.0,0.0,-,-,낮음,0.0,45.0
미대재수,5,40.0,0.0,0.5,-,1.09%,높음,10.0,45.0
홍대비실기,5,40.0,0.0,0.0,-,-,높음,3.0,45.0
서경대학교미대,5,40.0,0.0,0.0,-,-,높음,3.0,45.0
세특컨설팅,5,40.0,0.3,1.6,3.34%,4.71%,높음,10.0,45.0
대학정시등급,5,40.0,0.0,0.0,-,-,높음,7.0,45.0
목소리교정학원,5,40.0,0.0,1.0,-,3.13%,높음,7.0,45.0
1대1과외,5,40.0,0.0,2.4,-,5.59%,높음,10.0,45.0
면접기출,10.0,30.0,0.0,0.0,-,-,높음,3.0,40.0
부산대학면접학원,10.0,30.0,0.7,0.8,6.5%,2.35%,높음,7.0,40.0
유명입시학원,10.0,30.0,0.1,0.3,1.2%,0.74%,높음,7.0,40.0
아주대면접후기,10.0,30.0,0.0,0.0,-,-,낮음,0.0,40.0
포항공대면접,10.0,30.0,0.0,0.0,-,-,중간,6.0,40.0
대학입시면접복장,10.0,30.0,0.0,0.3,-,1.2%,높음,7.0,40.0
면접대비,10.0,30.0,0.1,0.0,0.96%,-,높음,7.0,40.0
면접강의,10.0,30.0,0.0,0.8,-,2.78%,높음,7.0,40.0
논술전형준비,10.0,30.0,0.0,0.0,-,-,높음,7.0,40.0
고1입시컨설팅,10.0,30.0,0.4,1.2,3.9%,4%,높음,7.0,40.0
금융권취업컨설팅,10.0,30.0,0.1,3.0,1.59%,9.38%,높음,7.0,40.0
입시컨설팅업체,10.0,30.0,0.1,1.0,1.1%,2.95%,높음,7.0,40.0
대학수시상담,10.0,30.0,0.6,1.3,3.81%,3.58%,높음,7.0,40.0
스피치학원추천,20.0,20.0,0.0,1.4,-,5.27%,높음,10.0,40.0
입시전문가,10.0,30.0,0.0,0.5,-,1.52%,높음,10.0,40.0
금융권면접,20.0,20.0,0.6,2.4,3.18%,8.41%,높음,7.0,40.0
토론면접주제,10.0,30.0,0.0,0.0,-,-,높음,3.0,40.0
임상병리사면접,10.0,30.0,0.0,0.0,-,-,높음,3.0,40.0
이력서작성하기,10.0,30.0,0.2,0.5,1.43%,2.18%,높음,10.0,40.0
NCS면접,10.0,30.0,0.0,0.3,-,1.15%,높음,3.0,40.0
은행자소서첨삭,20.0,20.0,1.0,0.3,6.25%,1.41%,높음,7.0,40.0
한국전력공사면접,10.0,30.0,0.0,0.0,-,-,높음,7.0,40.0
신한은행취업,10.0,30.0,0.0,0.0,-,-,높음,3.0,40.0
하나은행면접,10.0,30.0,0.0,0.0,-,-,높음,7.0,40.0
대구대입면접학원,10.0,30.0,0.3,0.8,2.39%,2.09%,높음,7.0,40.0
산업은행면접,10.0,30.0,0.0,0.3,-,0.8%,높음,7.0,40.0
메가스터디면접,10.0,30.0,0.0,0.3,-,1.08%,높음,3.0,40.0
건보면접,10.0,30.0,0.0,0.8,-,2.5%,높음,10.0,40.0
이공계취업,20.0,20.0,0.1,0.3,0.72%,1.2%,높음,7.0,40.0
자기소개서첨삭사이트,20.0,20.0,0.4,2.3,1.72%,9.79%,높음,7.0,40.0
직장인스피치학원,10.0,30.0,0.0,1.0,-,3.2%,높음,10.0,40.0
은행취업학원,10.0,30.0,0.4,1.3,3.3%,4.32%,높음,7.0,40.0
대통령경호처면접,20.0,20.0,0.0,0.3,-,4.55%,높음,3.0,40.0
이코리아텍,30.0,10.0,2.9,1.0,8.19%,7.5%,중간,3.0,40.0
용인스피치학원,10.0,30.0,0.2,2.5,2.16%,7.36%,높음,9.0,40.0
일산논술,10.0,30.0,0.1,1.0,0.77%,3.45%,높음,10.0,40.0
과학고입시준비,10.0,30.0,0.0,0.0,-,-,높음,3.0,40.0
특례학원,10.0,30.0,0.2,1.0,1.82%,3.85%,높음,10.0,40.0
경희대학교재외국민,10.0,30.0,0.0,0.0,-,-,낮음,0.0,40.0
대전외고면접,10.0,30.0,0.2,0.3,2.71%,1%,중간,6.0,40.0
수시예측프로그램,10.0,30.0,0.3,1.6,1.99%,4.14%,높음,7.0,40.0
자기주도학습캠프,10.0,30.0,0.1,0.0,0.76%,-,높음,7.0,40.0
스피치클래스,10.0,30.0,0.1,1.0,0.91%,3.23%,높음,10.0,40.0
청원경찰면접,10.0,30.0,0.1,1.0,0.85%,3.45%,높음,10.0,40.0
현대자동차PT면접,20.0,20.0,0.0,0.5,-,1.86%,높음,7.0,40.0
동국대학교면접,5,30.0,0.0,0.0,-,-,높음,7.0,35.0
목동대입면접학원,5,30.0,0.1,1.3,1.79%,5.21%,높음,7.0,35.0
서울교대정시면접,5,30.0,0.0,0.0,-,-,높음,10.0,35.0
고려대면접학원,5,30.0,0.3,1.9,4.09%,5.89%,높음,7.0,35.0
MMI면접학원,5,30.0,0.1,0.8,1.79%,2.21%,높음,7.0,35.0
서울대치대면접,5,30.0,0.0,0.0,-,-,낮음,0.0,35.0
분당수시면접학원,5,30.0,0.4,1.0,7.41%,3.75%,중간,5.0,35.0
광교스피치학원,5,30.0,0.0,0.0,-,-,높음,3.0,35.0
의대수시컨설팅,5,30.0,0.0,2.5,-,7.36%,높음,7.0,35.0
노원입시컨설팅,5,30.0,0.3,1.0,3.18%,2.95%,높음,7.0,35.0
목동대입컨설팅,5,30.0,0.4,1.8,6.13%,6.04%,높음,7.0,35.0
의대입시컨설팅,5,30.0,0.0,1.8,-,5%,높음,10.0,35.0
의대준비,5,30.0,0.0,0.0,-,-,높음,10.0,35.0
의대학원,5,30.0,0.0,0.0,-,-,중간,6.0,35.0
노량진면접,5,30.0,0.0,0.8,-,2.5%,높음,7.0,35.0
명지대학교면접,5,30.0,0.0,0.0,-,-,낮음,0.0,35.0
역량사전,30.0,5,0.3,0.0,1.15%,-,높음,3.0,35.0
김해면접학원,5,30.0,0.0,1.0,-,3.23%,높음,7.0,35.0
의대재수,5,30.0,0.0,0.0,-,-,높음,7.0,35.0
친절한추쌤,5,30.0,0.0,0.0,-,-,높음,3.0,35.0
재수의대,5,30.0,0.0,0.0,-,-,중간,6.0,35.0
