keyword,pc,mo,clk_pc,clk_mo,ctr_pc,ctr_mo,comp,ads,total
정시지원컨설팅,5,5,0.0,0.0,-,-,높음,10.0,10
꿈날개모의면접,5,5,0.0,0.0,-,-,낮음,0.0,10
POSTLEET,5,5,0.0,0.0,-,-,중간,2.0,10
모의AI면접,5,5,0.3,0.0,8.34%,-,높음,3.0,10
PT면접컨설팅,5,5,0.0,0.0,-,-,높음,7.0,10
직무면접준비,5,5,0.0,0.0,-,-,높음,3.0,10
정시입시상담,5,5,0.0,0.3,-,3.58%,높음,10.0,10
대입자소서첨삭,5,5,0.1,0.0,7.15%,-,높음,7.0,10
수능입시컨설팅,5,5,0.0,0.0,-,-,높음,10.0,10
입시자료집,5,5,0.0,0.3,-,7.15%,높음,3.0,10
AI면접모의,5,5,0.0,0.0,-,-,높음,3.0,10
대학교편입면접,5,5,0.0,0.0,-,-,높음,3.0,10
면접코칭비용,5,5,0.0,0.0,-,-,높음,7.0,10
의대준비반,5,5,0.0,0.0,-,-,높음,7.0,10
PPT면접,5,5,0.0,0.0,-,-,높음,3.0,10
청주면접스터디,5,5,0.0,0.0,-,-,낮음,0.0,10
취업면접스터디,5,5,0.0,0.0,-,-,높음,3.0,10
교수임용면접,5,5,0.0,0.0,-,-,높음,3.0,10
IT구직,5,5,0.0,0.0,-,-,높음,7.0,10
면접전문가,5,5,0.0,0.0,-,-,높음,7.0,10
면접족보,5,5,0.0,0.0,-,-,높음,3.0,10
의대재수학원,5,5,0.2,0.3,5.27%,3.58%,높음,10.0,10
모의면접컨설팅,5,5,0.0,0.0,-,-,높음,7.0,10
의대정시컨설팅,5,5,0.0,0.3,-,6.67%,낮음,0.0,10
VR면접,5,5,0.0,0.0,-,-,높음,3.0,10
영어면접스크립트,5,5,0.0,0.0,-,-,높음,3.0,10
공기업면접학원가격,5,5,0.0,0.0,-,-,높음,7.0,10
취업면접특강,5,5,0.0,0.0,-,-,높음,7.0,10
대학취업특강,5,5,0.0,0.0,-,-,높음,7.0,10
면접코치,5,5,0.1,0.3,4.77%,4.77%,높음,7.0,10
자기소개서클리닉,5,5,0.0,0.0,-,-,높음,3.0,10
자소서교정,5,5,0.0,0.0,-,-,높음,7.0,10
농협대학교면접,5,5,0.0,0.0,-,-,낮음,0.0,10
자기소개서강의,5,5,0.0,0.3,-,3.58%,높음,7.0,10
직무PT면접,5,5,0.0,0.0,-,-,높음,7.0,10
대기업면접준비,5,5,0.0,0.0,-,-,높음,7.0,10
취업과외,5,5,0.0,0.0,-,-,높음,7.0,10
면접클리닉,5,5,0.0,0.7,-,13.34%,높음,7.0,10
공무원자소서첨삭,5,5,0.0,0.0,-,-,높음,7.0,10
부산자소서첨삭,5,5,0.0,0.0,-,-,높음,7.0,10
공기업토론면접,5,5,0.3,0.0,4.09%,-,높음,7.0,10
의대입시반,5,5,0.3,0.0,6.67%,-,중간,4.0,10
내일코칭가격,5,5,0.0,0.0,-,-,높음,7.0,10
인터넷영어학원,5,5,0.0,0.0,-,-,높음,7.0,10
강점면접,5,5,0.0,0.0,-,-,높음,3.0,10
한전면접학원,5,5,0.3,1.3,28.58%,15.63%,높음,7.0,10
국가철도공단면접,5,5,0.0,0.0,-,-,높음,7.0,10
이력서학원,5,5,0.0,0.3,-,8.34%,높음,7.0,10
부산공기업면접,5,5,0.1,0.3,2.39%,3.34%,높음,7.0,10
대학생취업캠프,5,5,0.0,0.0,-,-,높음,3.0,10
공공기관면접학원,5,5,0.0,0.3,-,4.35%,높음,7.0,10
대한항공자소서첨삭,5,5,0.1,0.0,7.15%,-,높음,7.0,10
공기업행정학강의,5,5,0.3,0.0,3.23%,-,중간,4.0,10
면접상담,5,5,0.0,0.0,-,-,높음,7.0,10
토론면접스터디,5,5,0.0,0.0,-,-,높음,7.0,10
한국농어촌공사면접,5,5,0.0,0.0,-,-,높음,10.0,10
국민연금공단면접학원,5,5,0.0,0.0,-,-,낮음,0.0,10
국민은행최종면접,5,5,0.0,0.0,-,-,낮음,0.0,10
해커스인적성강의,5,5,0.0,0.0,-,-,높음,3.0,10
메가스터디의대반,5,5,0.0,0.0,-,-,낮음,0.0,10
자비스자소서,5,5,0.0,0.0,-,-,높음,3.0,10
서울취업상담,5,5,0.0,0.3,-,5%,높음,7.0,10
이력서상담,5,5,0.0,0.3,-,8.34%,높음,7.0,10
강원랜드자소서,5,5,0.0,0.0,-,-,높음,3.0,10
부산시설공단면접,5,5,0.0,0.0,-,-,높음,7.0,10
우리은행2차면접,5,5,0.0,0.3,-,3.85%,높음,7.0,10
대기업PT면접,5,5,0.0,0.0,-,-,높음,3.0,10
삼성SDI면접학원,5,5,0.0,0.0,-,-,낮음,0.0,10
부산스피치학원수강료,5,5,0.1,0.5,7.15%,7.15%,높음,7.0,10
인천NCS학원,5,5,0.0,0.0,-,-,높음,7.0,10
대기업학원,5,5,0.0,0.0,-,-,높음,7.0,10
면접이미지컨설팅,5,5,0.0,0.0,-,-,높음,3.0,10
목포면접,5,5,0.0,0.0,-,-,높음,3.0,10
안산면접,5,5,0.2,0.3,5.89%,6.67%,중간,6.0,10
코레일면접스터디,5,5,0.0,0.0,-,-,낮음,0.0,10
자기소개서강사,5,5,0.0,0.0,-,-,높음,3.0,10
자기소개서코칭,5,5,0.3,0.3,3.58%,3.13%,높음,7.0,10
커리어교육,5,5,0.0,0.0,-,-,높음,7.0,10
코레일면접기출,5,5,0.0,0.0,-,-,높음,3.0,10
한국철도공사면접학원,5,5,0.0,0.0,-,-,높음,7.0,10
사기업면접,5,5,0.0,0.0,-,-,높음,3.0,10
취업인강,5,5,0.1,0.3,7.15%,6.25%,높음,7.0,10
영어면접인강,5,5,0.3,0.0,28.58%,-,높음,7.0,10
지역농협주장면접,5,5,0.0,0.0,-,-,높음,3.0,10
부산코레일면접학원,5,5,0.0,0.0,-,-,낮음,0.0,10
경기교통공사면접,5,5,0.0,0.0,-,-,높음,3.0,10
도로교통공단면접,5,5,0.0,0.0,-,-,높음,7.0,10
면접관파견,5,5,0.6,0.0,9.53%,-,높음,7.0,10
삼성면접컨설팅,5,5,0.0,0.0,-,-,낮음,0.0,10
포스코면접학원,5,5,0.0,0.0,-,-,높음,7.0,10
삼성전자면접컨설팅,5,5,0.0,0.0,-,-,높음,7.0,10
현대건설면접학원,5,5,0.0,0.0,-,-,낮음,0.0,10
현대로템1차면접,5,5,0.0,0.0,-,-,높음,7.0,10
화성도시공사면접,5,5,0.0,0.0,-,-,중간,1.0,10
삼성SDI면접준비,5,5,0.0,0.0,-,-,높음,7.0,10
삼성엔지니어링면접,5,5,0.0,0.0,-,-,낮음,0.0,10
삼성전자면접준비,5,5,0.0,0.0,-,-,높음,7.0,10
인생을바꾸는합격자소서,5,5,0.0,0.0,-,-,높음,3.0,10
이공계교육,5,5,0.0,0.0,-,-,낮음,0.0,10
이공계자소서첨삭,5,5,0.3,0.9,11.12%,21.43%,높음,3.0,10
현대제철면접학원,5,5,0.0,0.0,-,-,낮음,0.0,10
우리은행면접학원,5,5,0.0,0.0,-,-,높음,7.0,10
한수원면접학원,5,5,0.0,0.3,-,8.34%,낮음,0.0,10
서비스기획스터디,5,5,0.0,0.0,-,-,높음,3.0,10
직무스터디,5,5,0.0,0.0,-,-,높음,3.0,10
취업온라인강의,5,5,0.2,0.3,10%,33.34%,중간,5.0,10
삼성면접준비,5,5,0.0,0.0,-,-,높음,7.0,10
NCS학원추천,5,5,0.0,0.0,-,-,높음,3.0,10
건보자소서예시,5,5,0.0,0.0,-,-,높음,3.0,10
국민건강보험공단자소서첨삭,5,5,0.0,0.0,-,-,높음,3.0,10
우리은행면접스터디,5,5,0.0,0.0,-,-,높음,3.0,10
삼성디스플레이면접학원,5,5,0.0,0.0,-,-,낮음,0.0,10
공무원면접특강,5,5,0.0,0.0,-,-,높음,7.0,10
독학반수,5,5,0.0,0.5,-,6.25%,높음,7.0,10
취업고민상담,5,5,0.0,0.0,-,-,높음,3.0,10
현직자상담,5,5,0.0,0.0,-,-,높음,3.0,10
대학정시컨설팅,5,5,0.1,0.0,10%,-,높음,10.0,10
부천키즈스피치,5,5,0.0,0.3,-,10%,높음,7.0,10
신한은행면접학원,5,5,0.0,0.5,-,25%,낮음,0.0,10
취업컨설팅회사,5,5,0.0,0.3,-,3.13%,높음,10.0,10
한국공항공사면접학원,5,5,0.1,0.0,14.29%,-,높음,7.0,10
대전CS강사,5,5,0.0,0.0,-,-,높음,3.0,10
대전정시컨설팅,5,5,0.0,0.0,-,-,낮음,0.0,10
트위터채용,5,5,0.0,0.0,-,-,높음,3.0,10
티제이미디어채용,5,5,0.0,0.0,-,-,높음,3.0,10
제약회사아르바이트,5,5,0.0,0.0,-,-,낮음,0.0,10
2025한의대편입,5,5,0.0,0.0,-,-,낮음,0.0,10
한의대편입학,5,5,0.0,0.0,-,-,높음,7.0,10
기업채용박람회,5,5,0.0,0.0,-,-,높음,3.0,10
AI면접코칭,5,5,0.0,0.0,-,-,높음,7.0,10
수능정시컨설팅,5,5,0.0,0.5,-,10%,높음,10.0,10
AI면접업체,5,5,0.0,0.0,-,-,높음,3.0,10
스피치학원국비지원,5,5,0.3,0.3,10.53%,7.7%,중간,6.0,10
수시2차모집,5,5,0.0,0.0,-,-,높음,9.0,10
지방직면접스터디,5,5,0.0,0.0,-,-,낮음,0.0,10
국비지원스피치,5,5,0.0,0.3,-,2.78%,높음,7.0,10
시설관리공단자기소개서,5,5,0.0,0.0,-,-,높음,3.0,10
3분스피치자기소개,5,5,0.0,0.0,-,-,낮음,0.0,10
공무원면접교재,5,5,0.0,0.6,-,9.1%,높음,7.0,10
전주교대정시면접,5,5,0.0,0.0,-,-,높음,3.0,10
2025정시,5,5,0.0,0.0,-,-,높음,3.0,10
발성교육,5,5,0.2,0.0,3.34%,-,중간,5.0,10
수원재수종합학원,5,5,0.0,0.0,-,-,높음,10.0,10
강의기법,5,5,0.0,0.0,-,-,높음,3.0,10
수원반수학원,5,5,0.0,0.3,-,12.5%,낮음,0.0,10
교원대학교면접,5,5,0.0,0.0,-,-,낮음,0.0,10
보고스피치,5,5,0.0,0.0,-,-,높음,3.0,10
바른공부자습전용관,5,5,0.0,0.0,-,-,낮음,0.0,10
대학교수시2차,5,5,0.0,0.0,-,-,낮음,0.0,10
오산재수학원,5,5,0.0,0.0,-,-,중간,5.0,10
국가직면접학원,5,5,0.0,0.0,-,-,낮음,0.0,10
대구취업면접학원,5,5,0.1,0.0,2.39%,-,높음,7.0,10
이화여대면접학원,5,5,0.0,0.0,-,-,낮음,0.0,10
온라인세특노트,5,5,0.0,0.0,-,-,낮음,0.0,10
과학특기자전형,5,5,0.0,0.0,-,-,높음,3.0,10
전남야간대학교,5,5,0.0,0.0,-,-,높음,3.0,10
공부멘토,5,5,0.0,0.3,-,3.71%,높음,7.0,10
한양대논술학원,5,5,0.0,0.0,-,-,높음,7.0,10
2025약식논술,5,5,0.0,0.0,-,-,낮음,0.0,10
3년특례학원,5,5,0.0,0.0,-,-,높음,7.0,10
대치동특례학원,5,5,0.0,0.3,-,5%,높음,7.0,10
재외국민학원,5,5,0.0,0.3,-,3.45%,높음,3.0,10
특례국어,5,5,0.0,0.0,-,-,높음,3.0,10
특례영어,5,5,0.0,0.0,-,-,높음,3.0,10
현직자인터뷰사이트,5,5,0.8,0.0,12.5%,-,중간,1.0,10
대입정시컨설팅,5,5,0.0,0.3,-,8.34%,높음,10.0,10
스피치컨설턴트,5,5,0.0,0.0,-,-,높음,7.0,10
국가정보원면접,5,5,0.1,0.3,3.58%,4%,높음,7.0,10
대입단과학원,5,5,0.0,0.0,-,-,높음,7.0,10
학생부AI,5,5,0.0,0.0,-,-,높음,3.0,10
대입종합반,5,5,0.0,0.0,-,-,높음,7.0,10
경력직컨설팅,5,5,0.1,0.9,4.77%,13.05%,높음,7.0,10
나의소개서,5,5,0.0,0.3,-,5.27%,낮음,0.0,10
스피치과정,5,5,0.0,0.0,-,-,높음,7.0,10
체리스터디코치,5,5,0.0,0.0,-,-,낮음,0.0,10
강남수리논술학원,5,5,0.0,0.0,-,-,낮음,0.0,10
대입재수학원,5,5,0.0,0.0,-,-,높음,10.0,10
분석컨설팅,5,5,0.0,0.0,-,-,낮음,0.0,10
입시컨설팅모든에듀케이션신청,5,5,0.0,0.0,-,-,낮음,0.0,10
수능재수학원,5,5,0.0,0.0,-,-,높음,10.0,10
자신감스피치,5,5,0.0,0.3,-,6.25%,높음,7.0,10
조리있게말하는방법,5,5,0.0,0.5,-,9.1%,높음,3.0,10
기업자소서첨삭,5,5,0.0,0.3,-,8.34%,높음,7.0,10
스피치발음,5,5,0.0,0.0,-,-,낮음,0.0,10
수성구독학재수학원,5,5,0.0,0.0,-,-,높음,7.0,10
목동정시컨설팅,5,5,0.0,0.0,-,-,낮음,0.0,10
스피치스킬,5,5,0.0,0.0,-,-,높음,7.0,10
직장인특강,5,5,0.2,0.0,6.67%,-,중간,5.0,10
면접프로그램,5,5,0.0,0.0,-,-,높음,7.0,10
영어면접연습,5,5,0.0,0.0,-,-,높음,7.0,10
울산면접컨설팅,5,5,0.0,0.0,-,-,높음,7.0,10
PT면접연습,5,5,0.0,0.0,-,-,높음,3.0,10
대전면접스터디,5,5,0.0,0.0,-,-,높음,3.0,10
